,brewery_id,name,city,state,lat,lon,geometry
397,397,Ruhstaller Beer Company,Sacramento,CA,38.5815719,-121.4943996,POINT (-121.4943996 38.5815719)
398,398,Saugatuck Brewing Company,Douglas,MI,36.9325976,-92.4988058,POINT (-92.4988058 36.9325976)
399,399,Moab Brewery,Moab,UT,38.5733155,-109.5498395,POINT (-109.5498395 38.5733155)
400,400,Macon Beer Company,Macon,GA,32.8406946,-83.6324022,POINT (-83.6324022 32.8406946)
401,401,Amnesia Brewing Company,Washougal,WA,45.5826188,-122.3534247,POINT (-122.3534247 45.5826188)
402,402,Wolverine State Brewing Company,Ann Arbor,MI,42.277562797398,-83.7408828735352,POINT (-83.7408828735352 42.277562797398)
403,403,Red Tank Cider Company,Bend,OR,44.0581728,-121.3153096,POINT (-121.3153096 44.0581728)
404,404,Cascadia Ciderworks United,Portland,OR,45.5234515,-122.6762071,POINT (-122.6762071 45.5234515)
405,405,Fate Brewing Company,Boulder,CO,40.0149856,-105.2705456,POINT (-105.2705456 40.0149856)
406,406,Lazy Monk Brewing,Eau Claire,WI,44.811349,-91.4984941,POINT (-91.4984941 44.811349)
407,407,Bitter Root Brewing,Hamilton,MT,35.0050753,-85.3441249,POINT (-85.3441249 35.0050753)
408,408,10 Barrel Brewing Company,Bend,OR,44.0581728,-121.3153096,POINT (-121.3153096 44.0581728)
409,409,Tamarack Brewing Company,Lakeside,MT,48.0193947,-114.2245664,POINT (-114.2245664 48.0193947)
410,410,New England Brewing Company,Woodbridge,CT,41.352597,-73.0084385,POINT (-73.0084385 41.352597)
411,411,Seattle Cider Company,Seattle,WA,47.6062095,-122.3320708,POINT (-122.3320708 47.6062095)
412,412,Straight to Ale,Huntsville,AL,34.7304,-86.58594,POINT (-86.58593999999999 34.7304)
413,413,Austin Beerworks,Austin,TX,30.267153,-97.7430608,POINT (-97.74306079999999 30.267153)
414,414,Blue Mountain Brewery,Arrington,VA,37.6840306,-78.9011326,POINT (-78.9011326 37.6840306)
415,415,Coastal Empire Beer Company,Savannah,GA,32.0835407,-81.0998342,POINT (-81.0998342 32.0835407)
416,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,39.9303715,-77.2480392,POINT (-77.24803919999999 39.9303715)
417,417,Boulder Beer Company,Boulder,CO,40.0149856,-105.2705456,POINT (-105.2705456 40.0149856)
418,418,Coalition Brewing Company,Portland,OR,45.5234515,-122.6762071,POINT (-122.6762071 45.5234515)
419,419,Sanitas Brewing Company,Boulder,CO,40.0149856,-105.2705456,POINT (-105.2705456 40.0149856)
420,420,Gore Range Brewery,Edwards,CO,39.62782561657971,-106.69529925700375,POINT (-106.6952992570038 39.62782561657971)
421,421,Redstone Meadery,Boulder,CO,40.0149856,-105.2705456,POINT (-105.2705456 40.0149856)
422,422,Blue Dog Mead,Eugene,OR,44.0520691,-123.0867536,POINT (-123.0867536 44.0520691)
423,423,Hess Brewing Company,San Diego,CA,32.71571,-117.16472,POINT (-117.16472 32.71571)
424,424,Wynkoop Brewing Company,Denver,CO,39.7391536,-104.9847034,POINT (-104.9847034 39.7391536)
425,425,Ciderboys,Stevens Point,WI,44.5235792,-89.574563,POINT (-89.574563 44.5235792)
426,426,Armadillo Ale Works,Denton,TX,33.2148412,-97.1330683,POINT (-97.13306830000001 33.2148412)
427,427,Roanoke Railhouse Brewery,Roanoke,VA,37.2709704,-79.9414267,POINT (-79.94142669999999 37.2709704)
428,428,Schlafly Brewing Company,Saint Louis,MO,38.6272733,-90.1978889,POINT (-90.1978889 38.6272733)
429,429,Asher Brewing Company,Boulder,CO,40.0149856,-105.2705456,POINT (-105.2705456 40.0149856)
430,430,Lost Rhino Brewing Company,Ashburn,VA,39.0437192,-77.4874899,POINT (-77.4874899 39.0437192)
431,431,North Country Brewing Company,Slippery Rock,PA,41.0639506,-80.0564468,POINT (-80.0564468 41.0639506)
432,432,Seabright Brewery,Santa Cruz,CA,36.9741171,-122.0307963,POINT (-122.0307963 36.9741171)
433,433,French Broad Brewery,Asheville,NC,35.6009452,-82.554015,POINT (-82.55401500000001 35.6009452)
434,434,Angry Orchard Cider Company,Cincinnati,OH,39.12711,-84.51439,POINT (-84.51439000000001 39.12711)
435,435,Two Roads Brewing Company,Stratford,CT,41.1845415,-73.1331651,POINT (-73.1331651 41.1845415)
436,436,Southern Oregon Brewing Company,Medford,OR,42.3265153,-122.8755949,POINT (-122.8755949 42.3265153)
437,437,Brooklyn Brewery,Brooklyn,NY,40.6501038,-73.9495823,POINT (-73.9495823 40.6501038)
438,438,The Right Brain Brewery,Traverse City,MI,44.7630567,-85.6206317,POINT (-85.6206317 44.7630567)
439,439,Kona Brewing Company,Kona,HI,19.7386111,-156.0455556,POINT (-156.0455556 19.7386111)
440,440,MillKing It Productions,Royal Oak,MI,42.4894801,-83.1446485,POINT (-83.1446485 42.4894801)
441,441,Pateros Creek Brewing Company,Fort Collins,CO,40.5852602,-105.084423,POINT (-105.084423 40.5852602)
442,442,O'Fallon Brewery,O'Fallon,MO,38.8106075,-90.6998477,POINT (-90.69984770000001 38.8106075)
443,443,Marble Brewery,Albuquerque,NM,35.0844909,-106.6511367,POINT (-106.6511367 35.0844909)
444,444,Big Wood Brewery,Vadnais Heights,MN,45.0574659,-93.0738306,POINT (-93.07383059999999 45.0574659)
445,445,Howard Brewing Company,Lenoir,NC,35.2626635,-77.5816353,POINT (-77.5816353 35.2626635)
446,446,Downeast Cider House,Leominster,MA,42.5250906,-71.759794,POINT (-71.759794 42.5250906)
447,447,Swamp Head Brewery,Gainesville,FL,29.6516344,-82.3248262,POINT (-82.3248262 29.6516344)
448,448,Mavericks Beer Company,Half Moon Bay,CA,37.4635519,-122.4285862,POINT (-122.4285862 37.4635519)
449,449,TailGate Beer,San Diego,CA,32.71571,-117.16472,POINT (-117.16472 32.71571)
450,450,Northwest Brewing Company,Pacific,WA,47.6062095,-122.3320708,POINT (-122.3320708 47.6062095)
451,451,Dad & Dude's Breweria,Aurora,CO,39.7294319,-104.8319195,POINT (-104.8319195 39.7294319)
452,452,Centennial Beer Company,Edwards,CO,39.62782561657971,-106.69529925700375,POINT (-106.6952992570038 39.62782561657971)
453,453,Denali Brewing Company,Talkeetna,AK,62.3216667,-150.0938889,POINT (-150.0938889 62.3216667)
454,454,Deschutes Brewery,Bend,OR,44.0581728,-121.3153096,POINT (-121.3153096 44.0581728)
455,455,Sunken City Brewing Company,Hardy,VA,37.2318062,-79.8105908,POINT (-79.8105908 37.2318062)
456,456,Lucette Brewing Company,Menominie,WI,45.0297122,-87.4609382,POINT (-87.4609382 45.0297122)
457,457,The Black Tooth Brewing Company,Sheridan,WY,44.7971939,-106.9561792,POINT (-106.9561792 44.7971939)
458,458,Kenai River Brewing Company,Soldotna,AK,60.4877778,-151.0583333,POINT (-151.0583333 60.4877778)
459,459,River North Brewery,Denver,CO,39.7391536,-104.9847034,POINT (-104.9847034 39.7391536)
460,460,Fremont Brewing Company,Seattle,WA,47.6062095,-122.3320708,POINT (-122.3320708 47.6062095)
461,461,Armstrong Brewing Company,South San Francisco,CA,37.654656,-122.4077498,POINT (-122.4077498 37.654656)
462,462,AC Golden Brewing Company,Golden,CO,39.755543,-105.2210997,POINT (-105.2210997 39.755543)
463,463,Big Bend Brewing Company,Alpine,TX,30.35862,-103.66206,POINT (-103.66206 30.35862)
464,464,Good Life Brewing Company,Bend,OR,44.0581728,-121.3153096,POINT (-121.3153096 44.0581728)
465,465,Engine 15 Brewing,Jacksonville Beach,FL,30.2946859,-81.3931396,POINT (-81.3931396 30.2946859)
466,466,Green Room Brewing,Jacksonville,FL,30.3321838,-81.655651,POINT (-81.65565100000001 30.3321838)
467,467,Brindle Dog Brewing Company,Tampa Bay,FL,27.8730725654228,-82.5100708007812,POINT (-82.51007080078119 27.8730725654228)
468,468,Peace Tree Brewing Company,Knoxville,IA,41.3208297,-93.1093708,POINT (-93.10937079999999 41.3208297)
469,469,Terrapin Brewing Company,Athens,GA,33.960948,-83.3779358,POINT (-83.3779358 33.960948)
470,470,Pete's Brewing Company,San Antonio,TX,29.4241219,-98.4936282,POINT (-98.4936282 29.4241219)
471,471,Okoboji Brewing Company,Spirit Lake,IA,43.37798476312797,-95.1508300608426,POINT (-95.15083006084259 43.37798476312797)
472,472,Crystal Springs Brewing Company,Boulder,CO,40.0149856,-105.2705456,POINT (-105.2705456 40.0149856)
473,473,Engine House 9,Tacoma,WA,47.2528769,-122.4442906,POINT (-122.4442906 47.2528769)
474,474,Tonka Beer Company,Minnetonka,MN,44.9132965,-93.5032877,POINT (-93.5032877 44.9132965)
475,475,Red Hare Brewing Company,Marietta,GA,33.952602,-84.5499327,POINT (-84.5499327 33.952602)
476,476,Hangar 24 Craft Brewery,Redlands,CA,34.0555693,-117.1825381,POINT (-117.1825381 34.0555693)
477,477,Big Elm Brewing,Sheffield,MA,34.7650887,-87.6986407,POINT (-87.6986407 34.7650887)
478,478,Good People Brewing Company,Birmingham,AL,33.40368231686402,-86.72819335341748,POINT (-86.72819335341748 33.40368231686402)
479,479,Heavy Seas Beer,Halethorpe,MD,39.2398292,-76.6802471,POINT (-76.6802471 39.2398292)
480,480,Telluride Brewing Company,Telluride,CO,37.9536044,-107.9089542,POINT (-107.9089542 37.9536044)
481,481,7 Seas Brewing Company,Gig Harbor,WA,47.329264,-122.5801293,POINT (-122.5801293 47.329264)
482,482,Confluence Brewing Company,Des Moines,IA,41.6005448,-93.6091064,POINT (-93.6091064 41.6005448)
483,483,Bale Breaker Brewing Company,Yakima,WA,46.6020711,-120.5058987,POINT (-120.5058987 46.6020711)
484,484,The Manhattan Brewing Company,New York,NY,40.6501038,-73.9495823,POINT (-73.9495823 40.6501038)
485,485,MacTarnahans Brewing Company,Portland,OR,45.5234515,-122.6762071,POINT (-122.6762071 45.5234515)
486,486,Stillmank Beer Company,Green Bay,WI,44.519159,-88.019826,POINT (-88.01982599999999 44.519159)
487,487,Redhook Brewery,Woodinville,WA,47.7542651,-122.1634582,POINT (-122.1634582 47.7542651)
488,488,Dock Street Brewery,Philadelphia,PA,39.952335,-75.163789,POINT (-75.16378899999999 39.952335)
489,489,Blue Point Brewing Company,Patchogue,NY,40.7656539,-73.0151084,POINT (-73.0151084 40.7656539)
490,490,Tampa Bay Brewing Company,Tampa,FL,27.9475216,-82.4584279,POINT (-82.4584279 27.9475216)
491,491,Devil's Canyon Brewery,Belmont,CA,37.5202145,-122.2758008,POINT (-122.2758008 37.5202145)
492,492,Stone Coast Brewing Company,Portland,ME,43.65737,-70.2589,POINT (-70.2589 43.65737)
493,493,Broken Tooth Brewing Company,Anchorage,AK,61.2180556,-149.9002778,POINT (-149.9002778 61.2180556)
494,494,Seven Brides Brewery,Silverton,OR,45.0051213,-122.7831455,POINT (-122.7831455 45.0051213)
495,495,Newburyport Brewing Company,Newburyport,MA,42.8125913,-70.8772751,POINT (-70.87727510000001 42.8125913)
496,496,Dry Dock Brewing Company,Aurora,CO,39.7294319,-104.8319195,POINT (-104.8319195 39.7294319)
497,497,Cans Bar and Canteen,Charlotte,NC,35.2270869,-80.8431268,POINT (-80.84312679999999 35.2270869)
498,498,Sprecher Brewing Company,Glendale,WI,41.9146,-88.06486,POINT (-88.06486 41.9146)
499,499,Wildwood Brewing Company,Stevensville,MT,46.5099225,-114.0931588,POINT (-114.0931588 46.5099225)
500,500,High Noon Saloon And Brewery,Leavenworth,KS,39.3111112,-94.9224637,POINT (-94.92246369999999 39.3111112)
501,501,Woodchuck Hard Cider,Middlebury,VT,44.01553,-73.16937,POINT (-73.16937 44.01553)
502,502,Sea Dog Brewing Company,Portland,ME,43.65737,-70.2589,POINT (-70.2589 43.65737)
503,503,Oskar Blues Brewery,Lyons,CO,40.2247075,-105.271378,POINT (-105.271378 40.2247075)
504,504,Carolina Beer & Beverage,Mooresville,NC,35.5848596,-80.8100724,POINT (-80.8100724 35.5848596)
505,505,Krebs Brewing Company (Pete's Pl...,Krebs,OK,34.9278748,-95.7158221,POINT (-95.7158221 34.9278748)
506,506,Warbird Brewing Company,Fort Wayne,IN,41.1306041,-85.1288597,POINT (-85.12885970000001 41.1306041)
507,507,Mudshark Brewing Company,Lake Havasu City,AZ,34.483901,-114.3224548,POINT (-114.3224548 34.483901)
508,508,Spilker Ales,Cortland,NE,42.6370141,-76.1788174,POINT (-76.1788174 42.6370141)
509,509,Wingman Brewers,Tacoma,WA,47.2528769,-122.4442906,POINT (-122.4442906 47.2528769)
510,510,Kettle House Brewing Company,Missoula,MT,46.872146,-113.9939982,POINT (-113.9939982 46.872146)
511,511,Sherwood Forest Brewers,Marlborough,MA,42.3459271,-71.5522874,POINT (-71.5522874 42.3459271)
512,512,Cottrell Brewing,Pawcatuck,CT,41.3773218,-71.8336802,POINT (-71.8336802 41.3773218)
513,513,Arctic Craft Brewery,Colorado Springs,CO,38.8338816,-104.8213634,POINT (-104.8213634 38.8338816)
514,514,Monkey Paw Pub & Brewery,San Diego,CA,32.71571,-117.16472,POINT (-117.16472 32.71571)
515,515,Crabtree Brewing Company,Greeley,CO,40.4233142,-104.7091322,POINT (-104.7091322 40.4233142)
516,516,Emerald City Beer Company,Seattle,WA,47.6062095,-122.3320708,POINT (-122.3320708 47.6062095)
517,517,Butcher's Brewing,Carlsbad,CA,33.02818612476269,-116.7702042500999,POINT (-116.7702042500999 33.02818612476269)
518,518,New South Brewing Company,Myrtle Beach,SC,33.6890603,-78.8866943,POINT (-78.8866943 33.6890603)
519,519,Big River Brewing Company,Chattanooga,TN,35.0456297,-85.3096801,POINT (-85.30968009999999 35.0456297)
520,520,Twisted Pine Brewing Company,Boulder,CO,40.0149856,-105.2705456,POINT (-105.2705456 40.0149856)
521,521,Flying Dog Brewery,Frederick,MD,39.4142688,-77.4105409,POINT (-77.4105409 39.4142688)
522,522,Uncommon Brewers,Santa Cruz,CA,36.9741171,-122.0307963,POINT (-122.0307963 36.9741171)
523,523,Aspen Brewing Company,Aspen,CO,39.1910983,-106.8175387,POINT (-106.8175387 39.1910983)
524,524,Triangle Brewing Company,Durham,NC,35.9940329,-78.898619,POINT (-78.898619 35.9940329)
525,525,Bomb Beer Company,New York,NY,40.6501038,-73.9495823,POINT (-73.9495823 40.6501038)
526,526,Churchkey Can Company,Seattle,WA,47.6062095,-122.3320708,POINT (-122.3320708 47.6062095)
527,527,Intuition Ale Works,Jacksonville,FL,30.3321838,-81.655651,POINT (-81.65565100000001 30.3321838)
528,528,Asheville Brewing Company,Asheville,NC,35.6009452,-82.554015,POINT (-82.55401500000001 35.6009452)
529,529,Northwoods Brewpub,Eau Claire,WI,44.811349,-91.4984941,POINT (-91.4984941 44.811349)
530,530,Buckbean Brewing Company,Reno,NV,39.5296329,-119.8138027,POINT (-119.8138027 39.5296329)
531,531,Dolores River Brewery,Dolores,CO,37.7515977,-108.5172212,POINT (-108.5172212 37.7515977)
532,532,Flat Rock Brewing Company,Smithton,PA,40.1539613,-79.7411535,POINT (-79.7411535 40.1539613)
533,533,Abita Brewing Company,Abita Springs,LA,30.47864,-90.04008,POINT (-90.04008 30.47864)
534,534,Mammoth Brewing Company,Mammoth Lakes,CA,37.6238225,-118.8395746,POINT (-118.8395746 37.6238225)
535,535,Harvest Moon Brewing Company,Belt,MT,47.386077,-110.925513,POINT (-110.925513 47.386077)
536,536,Grand Canyon Brewing Company,Williams,AZ,35.2494566,-112.1910031,POINT (-112.1910031 35.2494566)
537,537,Lewis and Clark Brewing Company,Helena,MT,46.5927122,-112.036109,POINT (-112.036109 46.5927122)
538,538,Dundee Brewing Company,Rochester,NY,43.1547845,-77.6155568,POINT (-77.61555679999999 43.1547845)
539,539,Twin Lakes Brewing Company,Greenville,DE,34.8526176,-82.3940105,POINT (-82.39401049999999 34.8526176)
540,540,Mother Earth Brewing Company,Kinston,NC,35.2626635,-77.5816353,POINT (-77.5816353 35.2626635)
541,541,Arcadia Brewing Company,Battle Creek,MI,42.3173,-85.17816,POINT (-85.17816000000001 42.3173)
542,542,Angry Minnow Brewing Company,Hayward,WI,46.0130065,-91.4846208,POINT (-91.4846208 46.0130065)
543,543,Great Northern Brewing Company,Whitefish,MT,48.4110757,-114.3376334,POINT (-114.3376334 48.4110757)
544,544,Pyramid Breweries,Seattle,WA,47.6062095,-122.3320708,POINT (-122.3320708 47.6062095)
545,545,Lancaster Brewing Company,Lancaster,PA,40.0378755,-76.3055144,POINT (-76.30551440000001 40.0378755)
546,546,Upstate Brewing Company,Elmira,NY,42.0897965,-76.8077338,POINT (-76.80773379999999 42.0897965)
547,547,Moat Mountain Smoke House & Brew...,North Conway,NH,43.9792376,-71.1203476,POINT (-71.1203476 43.9792376)
548,548,Prescott Brewing Company,Prescott,AZ,34.599844436687825,-112.55373566997312,POINT (-112.5537356699731 34.59984443668782)
549,549,Mogollon Brewing Company,Flagstaff,AZ,35.1980671,-111.6512725,POINT (-111.6512725 35.1980671)
550,550,Wind River Brewing Company,Pinedale,WY,42.8666103,-109.8609864,POINT (-109.8609864 42.8666103)
551,551,Silverton Brewery,Silverton,CO,37.811941,-107.6645057,POINT (-107.6645057 37.811941)
552,552,Mickey Finn's Brewery,Libertyville,IL,42.2830786,-87.9531303,POINT (-87.9531303 42.2830786)
553,553,Covington Brewhouse,Covington,LA,31.00518,-86.3280018,POINT (-86.3280018 31.00518)
554,554,Dave's Brewfarm,Wilson,WI,44.9535753,-92.1735179,POINT (-92.17351789999999 44.9535753)
555,555,Ukiah Brewing Company,Ukiah,CA,39.43362381528912,-123.4315539046526,POINT (-123.4315539046526 39.43362381528912)
556,556,Butternuts Beer and Ale,Garrattsville,NY,42.6472968,-75.1718306,POINT (-75.17183060000001 42.6472968)
557,557,Sleeping Lady Brewing Company,Anchorage,AK,61.2180556,-149.9002778,POINT (-149.9002778 61.2180556)
